,ACCOMMODATION_CODE,pred/gbv,error,total2019,predicted,max
1214,DE-34621-07,5.136854597690147,4.136854597690147,1285.53,6603.580690968614,2611.292
1224,DE-35088-04,2.18435006553815,1.1843500655381498,5304.371429,11586.60407857484,7341.33
1231,DE-35110-24,2.393562744460995,1.393562744460995,7764.21,18584.1237961715,11228.68743
1232,DE-35110-36,2.1285806947887727,1.1285806947887727,11751.928,25014.92706734763,20067.72667
1243,DE-36275-06,7.0042163643724065,6.0042163643724065,2305.8325,16150.549730001736,6015.447786
1244,DE-36275-07,4.212828563593816,3.212828563593816,241.0,1015.2916838261096,13799.60414
1246,DE-36275-14,4.356270105897338,3.3562701058973388,3045.2025,13265.724617153839,4408.3775
1252,DE-37199-02,2.5543223000593867,1.5543223000593867,2270.933143,5800.6951691088525,6926.592
1269,DE-37441-13,3.114717651810433,2.114717651810433,6763.933000000001,21067.7415107631,30821.819
1274,DE-37444-06,2.074775003505728,1.0747750035057282,2730.915,5666.034178698845,3167.6945
1277,DE-37447-01,5.359161933028038,4.359161933028038,645.42,3458.910294814956,5339.898
1279,DE-37447-07,3.5895271578326677,2.5895271578326677,509.427,1828.6020514332224,4125.259
1281,DE-37449-07,2.7482830042937545,1.7482830042937545,4580.81181,12589.367243291112,7491.749333
1295,DE-38644-11,12.77758149728056,11.777581497280561,706.7330532000003,9030.339184084922,3803.817429
1297,DE-38644-40,3.808666879740026,2.8086668797400254,3230.851,12305.235197074942,3230.851
1306,DE-38700-22,2.243252207083224,1.2432522070832241,6917.354,15517.369627675967,10327.99329
1317,DE-38709-26,3.960139683352384,2.960139683352384,12260.26,48552.3421542179,16647.452709999998
1318,DE-38709-28,2.272728701427185,1.2727287014271853,2460.29,5591.5716968342895,2460.29
1355,DE-38889-68,4.824506863841556,3.8245068638415556,1185.962,5721.681809255259,17332.81009
1390,DE-52516-32,2.9865079638330836,1.9865079638330836,16569.008530000006,49483.47592766331,24906.515
1400,DE-53572-01,4.042392046786935,3.0423920467869348,3253.609571,13152.36545316025,3584.537762
1412,DE-53940-13,2.044536392209416,1.0445363922094162,11567.22,23649.6022466926,13026.241000000002
1426,DE-54298-05,2.0053995561917253,1.0053995561917253,3875.517,7771.960071813486,6600.14
1428,DE-54347-14,4.75796025360471,3.7579602536047103,797.2914286,3793.480927818518,8915.858570999999
1431,DE-54349-06,2.9985510970148,1.9985510970148,4258.788,12770.193429353465,7885.4609999999975
1437,DE-54426-07,2.482681208699075,1.4826812086990746,3158.540429,7841.648969994615,7099.7580000000025
1438,DE-54426-08,2.9578762789072726,1.9578762789072726,2166.742,6408.954764312102,2410.908
1440,DE-54426-16,2.481024518750761,1.4810245187507611,2998.353636,7438.988886801494,6085.85
1444,DE-54451-01,8.302178286970868,7.302178286970868,321.855,2672.097592553009,16771.037
1452,DE-54492-01,2.4600333617068313,1.460033361706831,9141.252857,22487.786996017883,14789.15514
1465,DE-54531-27,10.660825141828695,9.660825141828695,510.3785714,5441.056705831732,14399.04429
1466,DE-54531-31,10.284318019471318,9.284318019471318,577.2571429,5936.696036594999,20336.51243
1469,DE-54533-29,6.243065034432287,5.243065034432286,443.465,2768.580835494514,8662.131
1470,DE-54533-30,2.8481446005340443,1.8481446005340443,3645.54,10383.02506703088,5771.5
1481,DE-54552-101,2.014550893756962,1.0145508937569618,5288.0933810000015,10653.13324696383,7001.668333
1486,DE-54552-40,8.164124675768859,7.164124675768859,237.78,1941.2655654043192,5903.8719999999985
1489,DE-54552-73,2.1311144906921995,1.1311144906921993,2604.822,5551.173909873837,3198.72
1497,DE-54558-07,2.103177528541024,1.1031775285410237,3703.496,7789.1095642415685,3757.832
1506,DE-54570-04,3.0034700577802025,2.0034700577802025,4245.473,12751.15103661429,4245.473
1507,DE-54570-16,7.992014115727855,6.992014115727855,1744.24,13939.990701217153,4378.767143
1508,DE-54570-18,2.3492920695924013,1.3492920695924013,8695.790429,20428.951493687207,8695.790429
1512,DE-54570-47,2.114764992417366,1.1147649924173662,2248.59,4755.2394142997655,2390.27
1518,DE-54570-76,2.8511210069851844,1.8511210069851847,7940.730286,22639.982929218073,11516.57857
1523,DE-54578-08,2.358857090198378,1.358857090198378,2221.015,5239.056980186951,3117.6
1524,DE-54578-11,2.1703862818686215,1.1703862818686213,4781.487571,10377.675031023715,9989.496
1532,DE-54584-07,4.665481051251387,3.665481051251387,1447.882,6755.0660354479605,21165.167
1541,DE-54595-20,6.219092494689616,5.219092494689616,98.18571429,610.626038826678,10392.44229
1546,DE-54597-39,2.199337513574138,1.1993375135741382,12024.809,26446.61352726392,23705.92086
1549,DE-54597-55,2.0316547745320364,1.0316547745320364,4297.891429,8731.831642148167,9477.581714
1551,DE-54597-59,2.0760034339887814,1.0760034339887814,3399.386,7057.137009453388,3399.386
1557,DE-54608-24,2.2550873730133643,1.2550873730133645,5768.838571,13009.235018414562,8323.825714
1560,DE-54608-33,4.152090880233371,3.1520908802333705,2493.59,10353.612298041133,2493.59
1570,DE-54655-14,17.415706113552886,16.415706113552883,303.85714289999993,5291.8867012502415,12869.579
1582,DE-54673-12,3.164285879842652,2.164285879842652,2561.078571,8103.984759382897,2561.078571
1583,DE-55483-01,3.9634687831907995,2.9634687831907995,1720.09,6817.523019278662,4886.97
1584,DE-55483-03,22.386805165236794,21.386805165236794,1598.0,35774.1146540484,25111.273
1589,DE-56182-01,4.647122142249956,3.647122142249956,1315.975,6115.496561147385,1315.975
1604,DE-56459-02,2.2725645990364227,1.2725645990364227,4282.426,9732.089725593152,13636.38957
1627,DE-56767-05,2.1919578868394134,1.1919578868394134,6293.497125,13795.080658944924,6886.7855709999985
1629,DE-56767-15,2.0012610234746044,1.0012610234746042,4424.865286,8855.310430997608,4886.47
1633,DE-56814-09,3.319068263083248,2.319068263083248,3083.71,10235.043993552443,3083.71
1634,DE-56814-12,2.8564249125817573,1.8564249125817576,2944.5,8410.743155096985,3147.17
1641,DE-56856-27,2.234374519944895,1.234374519944895,16201.02429,36199.155870584334,18986.87792
1642,DE-56856-29,2.347281079499637,1.347281079499637,2631.54,6176.964051946474,2981.862857
1644,DE-56858-04,3.6086404944953836,2.6086404944953836,426.29,1538.3273563984371,5119.08
1653,DE-56869-11,2.0479881502456125,1.0479881502456125,5820.913143,11921.161140472945,17180.62586
1654,DE-56869-12,2.5866493689965755,1.5866493689965757,3550.493143,9183.880847967619,14635.72114
1655,DE-57319-14,3.3293368006005304,2.3293368006005304,1830.871571,6095.5880985036065,27978.67857
1656,DE-57319-15,2.834091362083315,1.8340913620833146,2449.018429,6940.74197521175,8482.704926
1661,DE-57392-06,2.147790323064058,1.1477903230640578,12203.06157,26209.61755180089,14804.07743
1662,DE-57392-15,2.160145664751296,1.1601456647512962,8165.1640000000025,17637.943616583358,10562.801
1664,DE-57392-17,3.2037250124160903,2.2037250124160903,2003.660714,6419.177945837283,5838.066286
1665,DE-57392-18,2.3453453591346634,1.3453453591346634,6566.295714,15400.231179535731,12308.01443
1698,DE-59872-01,2.154812672749837,1.154812672749837,6217.175714,13396.849017239716,10345.92571
1699,DE-59872-03,2.280184203894126,1.2801842038941258,5552.361429,12660.406824716814,7424.394429000001
1717,DE-59889-27,2.0991070283911872,1.0991070283911875,21901.75,45974.11735906669,21901.75
1724,DE-59889-60,2.6355420070626585,1.6355420070626585,3313.1290000000013,8731.890654317502,3313.1290000000013
1733,DE-59909-20,3.5437250289795728,2.5437250289795728,3420.657,12121.86782645418,3781.74475
1768,DE-59955-129,2.1523139255988815,1.1523139255988815,6689.85,14398.657315167678,9982.43
1769,DE-59955-130,7.345789575297033,6.345789575297033,2909.06,21369.342621913587,7239.37
1770,DE-59955-131,4.487731856977258,3.4877318569772577,2118.78,9508.516503926276,2118.78
1771,DE-59955-133,8.238777591492337,7.238777591492336,700.47,5771.016539512637,1824.75
1773,DE-59955-135,2.38264019208093,1.3826401920809301,629.95,1500.944189001382,2211.58
