"learn","iteration","passed_time","remaining_time","test"
0.306964317,48,5.4060303,215.2482677,0.3072375747,
0.3065702772,49,5.546597787,216.3173137,0.3068857067,
0.3061931011,50,5.672398539,216.774603,0.306571007,
0.3058749752,51,5.805247997,217.4735211,0.3062646881,
0.3055430089,52,5.927818565,217.7634481,0.3059542162,
0.3052925338,53,6.029277335,217.2772906,0.3056987929,
0.305042558,54,6.146732937,217.3708284,0.3054962715,
0.3047545773,55,6.26009545,217.314742,0.3052613253,
0.3045260731,56,6.393296733,217.9329044,0.3050353962,
0.3043162272,57,6.52160518,218.3613321,0.3048427891,
0.3041204244,58,6.634124658,218.251457,0.3046551417,
0.3038593657,59,6.769851153,218.891854,0.3044158523,
0.303646364,60,6.885466506,218.8675337,0.3042552654,
0.3034450623,61,6.991321347,218.5351737,0.3040936987,
0.3031912607,62,7.112936066,218.6945581,0.3038278118,
0.302877849,63,7.246031846,219.1924633,0.3036094156,
0.3026611932,64,7.375957954,219.5765945,0.3034468727,
0.3024534404,65,7.510512099,220.0807636,0.3032832695,
0.3022600835,66,7.623568429,219.9456384,0.3031194015,
0.3020788844,67,7.74593766,220.0757582,0.3029695114,
0.3019446122,68,7.886660409,220.712192,0.3028384598,
0.3017848613,69,8.015267673,220.9923801,0.3027154162,
0.3016231715,70,8.13266639,220.9565277,0.3025940589,
0.301471677,71,8.255239662,221.0569732,0.3024520063,
0.3013299903,72,8.39137921,221.5094211,0.302322634,
0.3011523716,73,8.502191483,221.2867675,0.3021804038,
0.30102359,74,8.631441907,221.5403423,0.3020620493,
0.3008920919,75,8.745584801,221.4013837,0.3019421685,
0.3007390709,76,8.845345174,220.9038801,0.3018068101,
0.3006196302,77,8.967753086,220.9746337,0.3016974791,
0.3005086983,78,9.073157519,220.6270328,0.3016194554,
0.3003274784,79,9.188338121,220.5201149,0.3014974381,
0.30010394,80,9.328763448,221.0110748,0.3013223492,
0.2999232787,81,9.460771554,221.2897542,0.3011813689,
0.2998394131,82,9.575996535,221.1709079,0.3010948628,
0.2996596194,83,9.696468603,221.1718315,0.300962707,
0.29944483,84,9.810468842,221.0240921,0.3007893285,
0.2992539648,85,9.930547988,221.0124285,0.3006093256,
0.2990536324,86,10.05763704,221.1524098,0.3004546962,
0.2988114864,87,10.1905373,221.4125832,0.3002824716,
0.2987352623,88,10.33762212,221.9684929,0.3002133888,
0.298714221,89,10.36163171,219.8968507,0.3001864903,
0.2985980898,90,10.46048153,219.4402114,0.300107272,
0.2983435562,91,10.59528203,219.736936,0.2999434321,
0.2982365654,92,10.71305067,219.6751358,0.2998604026,
0.2980591848,93,10.84300509,219.859231,0.299746057,
0.2979234231,94,10.94750753,219.5263352,0.299664218,
0.2978409837,95,11.07533999,219.6609099,0.2995921206,
0.2977662151,96,11.19395345,219.6092105,0.2995206208,
0.297561568,97,11.31660097,219.6344392,0.2993658161,
0.2974576761,98,11.4193363,219.2743263,0.2992891043,
0.2973034219,99,11.52265852,218.9305119,0.299201492,
0.2972422226,100,11.67205859,219.4578145,0.2991519607,
0.297064396,101,11.78915028,219.3706591,0.2990073209,
0.2969752665,102,11.91793165,219.4982168,0.2989389393,
0.2968509075,103,12.02522197,219.2290466,0.2988569997,
0.2966774039,104,12.1691949,219.6249937,0.298722769,
0.2965744186,105,12.30031107,219.7810298,0.2986379712,
0.2964239979,106,12.4524294,220.3032604,0.2985401288,
0.2961905072,107,12.59623436,220.6673648,0.2983482552,
0.2960886603,108,12.75134604,221.218306,0.2982788368,
0.2958276443,109,12.87342926,221.1889208,0.2980828659,
0.2956158573,110,13.0235093,221.634316,0.2979742013,
0.2954929295,111,13.16382644,221.9045029,0.2978902092,
0.2953802749,112,13.30066239,222.1092914,0.2978044793,
0.2953084807,113,13.45198828,222.5478061,0.2977464046,
0.2951079237,114,13.5835999,222.6529201,0.2975946076,
0.294961236,115,13.72351708,222.8888464,0.2974828516,
0.2947626762,116,13.85750682,223.0229516,0.2973418946,
0.29459984,117,13.99270726,223.1718226,0.2972186337,
0.2945305775,118,14.11374029,223.0919788,0.2971753884,
0.2944351051,119,14.2585317,223.3836633,0.2971131541,
0.2943092581,120,14.40869479,223.7515497,0.2970050762,
0.2942288831,121,14.54639877,223.9191548,0.2969257614,
0.2941785144,122,14.65839802,223.6895373,0.2968900803,
0.2939833777,123,14.77081779,223.4681788,0.2967487001,
0.2938628541,124,14.88698614,223.3047921,0.2966986149,
0.2938123807,125,15.00663327,223.1938948,0.2966744752,
0.2937521254,126,15.15255282,223.4703262,0.2966268952,
0.2936854255,127,15.29609241,223.7053516,0.2965633976,
0.2936451305,128,15.45555636,224.1654725,0.296527434,
0.2935441451,129,15.56772992,223.9358073,0.2964342521,
0.2934454849,130,15.69747134,223.9585797,0.2963863983,
0.2932600768,131,15.82726813,223.9798247,0.2962454318,
0.2931472661,132,15.94388615,223.8138002,0.2961844178,
0.2930139069,133,16.06828671,223.7568881,0.2960970041,
0.2929576503,134,16.1970061,223.7586398,0.2960732286,
0.2926555289,135,16.32418539,223.7373644,0.2958518837,
0.2925672847,136,16.46672508,223.923422,0.2957946163,
0.292473537,137,16.57101634,223.5886407,0.2957220092,
0.2923256888,138,16.69298697,223.4938759,0.2956074982,
0.2923198981,139,16.71830977,222.1146869,0.2956011299,
0.2922242163,140,16.8271564,221.8559131,0.2955397813,
0.2920282187,141,16.94533125,221.721306,0.2954322534,
0.2919786787,142,17.06195502,221.5667866,0.2954003994,
0.2918796047,143,17.17752286,221.3991836,0.2953232472,
0.2918319985,144,17.30415278,221.3738166,0.2952846374,
0.2917192094,145,17.43279962,221.3726746,0.2952133253,
0.2914638061,146,17.58229963,221.6326613,0.2950590783,
0.2913049911,147,17.71189314,221.6380142,0.2949785313,
0.2912065488,148,17.82588665,221.4477596,0.294926634,
0.2910922262,149,17.94646985,221.3397949,0.2948453236,
0.2910446694,150,18.07522198,221.3316916,0.2948287516,
0.2908733585,151,18.19829037,221.2528987,0.2947453922,
0.2907434371,152,18.3005103,220.9218465,0.2947092684,
0.2906452061,153,18.4322619,220.9477628,0.2946351026,
0.2905697749,154,18.55748687,220.8939566,0.2945758813,
0.2904929056,155,18.66949952,220.6830585,0.2945272493,
0.2904296077,156,18.794485,220.625706,0.2944896379,
0.2903771152,157,18.93316589,220.7271618,0.2944576866,
0.2902472087,158,19.0743343,220.854399,0.2943804879,
0.2901651783,159,19.21048129,220.9205349,0.2943132739,
0.2900937248,160,19.34095625,220.9193698,0.2942776437,
0.2900199297,161,19.47922817,221.0050702,0.294224946,
0.2899001027,162,19.61589445,221.069927,0.2941678539,
0.289817044,163,19.74533273,221.0514079,0.2941334761,
0.2896663255,164,19.86284809,220.8989469,0.2940305066,
0.2895900951,165,19.99870574,220.9495561,0.2940043405,
0.289467609,166,20.13172635,220.9667928,0.2939386646,
0.2894073897,167,20.27630831,221.1083145,0.2939018733,
0.289289115,168,20.40641375,221.089607,0.2938410046,
0.28917249,169,20.54223273,221.1310935,0.2937857503,
0.2890881308,170,20.69696212,221.3727703,0.2937466144,
0.2889484531,171,20.82073071,221.2807892,0.2936673504,
0.2888352401,172,20.9259532,220.9925809,0.2936082527,
0.2888303154,173,20.94587856,219.8113463,0.2936039351,
0.2887218847,174,21.04723471,219.4925905,0.2935463397,
0.2886811682,175,21.17219729,219.4209538,0.2935263634,
0.2885330253,176,21.30850489,219.4655617,0.2934102791,
0.2883520542,177,21.44040232,219.4629945,0.2933431392,
0.2883237802,178,21.55562823,219.28938,0.2933297512,
0.288289835,179,21.70318735,219.4433388,0.2933215134,
0.2881737006,180,21.82882177,219.3736287,0.293265117,
0.2881497688,181,21.93089102,219.0679114,0.2932503392,
0.288001876,182,22.03504818,218.7851505,0.2931897785,
0.2879211195,183,22.1607358,218.7168272,0.2931536978,
0.2878632485,184,22.27409013,218.5268842,0.2931249607,
0.287804217,185,22.40179806,218.477751,0.2930889052,
0.287733119,186,22.52544298,218.3883857,0.2930482821,
0.2877076924,187,22.66861816,218.4868942,0.2930364837,
0.2876228282,188,22.80058487,218.4754455,0.2930030613,
0.2875532591,189,22.92970177,218.43558,0.2929472091,
0.2874608864,190,23.05523319,218.3608211,0.2928937777,
0.2874196815,191,23.15270442,218.0212999,0.2928640941,
0.2872513934,192,23.2394287,217.5836666,0.2927636546,
0.2871709862,193,23.32122644,217.1037884,0.2927204302,
0.2870217581,194,23.40736173,216.6681432,0.2926268788,
0.2869244801,195,23.50997908,216.3877666,0.2925668618,
0.2868384348,196,23.63786431,216.3404536,0.2925216083,
0.2866584191,197,23.77508709,216.3773078,0.2924242241,
0.2865312099,198,23.91278916,216.4167501,0.2923505467,
0.2864969414,199,24.0376238,216.3386142,0.2923249748,
0.2864145079,200,24.17393829,216.3627611,0.2922744625,
0.2863224931,201,24.31448948,216.4230301,0.2922128652,
0.2862997165,202,24.444353,216.386711,0.2921957056,
0.2862243261,203,24.56512157,216.2694036,0.2921650146,
0.2861756108,204,24.68961589,216.1846855,0.2921493512,
0.2861113558,205,24.82733182,216.2147246,0.2921011577,
0.2860778086,206,24.9602738,216.2017919,0.2920831246,
0.2859852132,207,25.08915056,216.1526817,0.2920278075,
0.2858576979,208,25.21178657,216.0493289,0.2919889434,
0.2858210989,209,25.34188223,216.0093771,0.2919726431,
0.2857405465,210,25.46974043,215.9496001,0.2919057221,
0.2856886736,211,25.60016204,215.9108006,0.2918866768,
0.2856276677,212,25.72335215,215.8104709,0.2918810196,
0.2855639135,213,25.84482722,215.6956141,0.2918648613,
0.2854845218,214,25.96175107,215.5429101,0.2918299604,
0.2854577147,215,26.10324804,215.5934931,0.291816757,
0.285317691,216,26.23449549,215.5580896,0.2917773245,
0.2853009817,217,26.36635649,215.5268223,0.2917544304,
0.2852115737,218,26.4797556,215.3444965,0.2917265874,
0.2851769429,219,26.6133107,215.3258775,0.2917124562,
0.2851526664,220,26.72701533,215.1464265,0.2917054124,
0.2850578896,221,26.87292948,215.2255343,0.2916698045,
0.2850573906,222,26.89095385,214.2835201,0.2916685449,
0.285004795,223,27.03215493,214.3263713,0.2916440978,
0.2849678875,224,27.15408753,214.2155794,0.2916183013,
0.2848945622,225,27.28137648,214.1467339,0.2915925144,
0.28483298,226,27.42532344,214.2074822,0.291574589,
0.2848108514,227,27.56999087,214.2720343,0.2915633374,
0.2847330076,228,27.70426572,214.2543868,0.2915321716,
0.2846921335,229,27.81011779,214.0169934,0.2915017001,
0.2846363793,230,27.96751979,214.1755087,0.2914711938,
0.284596128,231,28.12034927,214.2964548,0.2914522727,
0.2845115237,232,28.21907979,214.0047811,0.2914099407,
0.284433661,233,28.32495078,213.7686456,0.2913867755,
0.284357342,234,28.45547975,213.718816,0.2913470142,
0.2843181765,235,28.5922204,213.7147321,0.2913238815,
0.2843170313,236,28.61229726,212.8416881,0.2913225131,
0.2842314461,237,28.75596492,212.8907991,0.2912772034,
0.2841491225,238,28.90562232,212.9824305,0.2912223985,
0.284091063,239,29.07761886,213.2358716,0.291204033,
0.2840635736,240,29.2363784,213.3891685,0.2911851402,
0.2840067434,241,29.38324796,213.453512,0.2911776835,
0.2839687024,242,29.52691671,213.4929739,0.2911412584,
0.2839244031,243,29.66940156,213.5224145,0.2911166853,
0.2838594489,244,29.80026532,213.4672067,0.2910905464,
0.283836921,245,29.95738903,213.5986193,0.2910794774,
0.283804659,246,30.11896334,213.7592823,0.2910647205,
0.2837265775,247,30.24226212,213.6469485,0.2910120063,
0.2836892426,248,30.36372721,213.5216319,0.2909847798,
0.2836106186,249,30.49635122,213.4744586,0.2909587426,
0.2834928431,250,30.64498103,213.5381347,0.2908977842,
0.2834572683,251,30.77408514,213.4646858,0.2908843822,
0.2833829647,252,30.91064764,213.4422981,0.2908278465,
0.2833315499,253,31.04534566,213.406195,0.290813558,
0.2832799893,254,31.17499638,213.3347791,0.2907927348,
0.2832356476,255,31.32194009,213.3807169,0.290762526,
0.2831667206,256,31.44784469,213.2824642,0.2907214434,
0.2831308129,257,31.56216129,213.1057557,0.2907025908,
0.283014334,258,31.70261837,213.1052455,0.2906456297,
0.2829198427,259,31.84580755,213.1219428,0.2906146582,
0.2828697026,260,31.97790405,213.0635063,0.290597635,
0.2828654833,261,32.03844616,212.5298452,0.2905958384,
0.2828063508,262,32.1860421,212.5747343,0.2905632984,
0.2827546657,263,32.30892698,212.4556714,0.2905463361,
0.2826906305,264,32.44447461,212.4194847,0.2905243838,
0.2825614766,265,32.57094797,212.3233976,0.2904835676,
0.2824406835,266,32.6921579,212.19292,0.2904519453,
0.2823876371,267,32.82738676,212.1531114,0.2904379055,
0.282332757,268,32.95809422,212.0834985,0.2904072099,
0.2822627298,269,33.05619836,211.8045302,0.2903822866,
0.2822430805,270,33.20185264,211.8302702,0.2903723019,
0.2821153542,271,33.31755229,211.6644499,0.2903163046,
0.2820263718,272,33.4509865,211.6111857,0.2902472504,
0.2819981621,273,33.582582,211.5457537,0.2902246352,
0.281949967,274,33.70212402,211.4042325,0.2902117751,
0.2819422974,275,33.81942916,211.2488981,0.2902061814,
0.2818889024,276,33.9307934,211.0568846,0.2901835186,
0.2818081826,277,34.05707174,210.9578329,0.2901491589,
0.2817911385,278,34.20756879,211.0079781,0.2901415716,
0.2817888614,279,34.23645921,210.309678,0.2901407849,
0.281705744,280,34.36883884,210.2492312,0.2901049195,
0.2816386634,281,34.49950453,210.1778326,0.2900774736,
0.2815326665,282,34.63426598,210.1308646,0.2900291891,
0.2814924436,283,34.77301852,210.1073936,0.2900160303,
0.2814460701,284,34.91045484,210.0751932,0.2899994501,
0.2813486284,285,35.0263486,209.9131521,0.2899670924,
0.2813050388,286,35.17320165,209.9362175,0.2899547883,
0.281158468,287,35.30679927,209.8793068,0.2899117963,
0.2810969007,288,35.44328342,209.8389548,0.2899099104,
0.2810676048,289,35.57083786,209.7452853,0.2899035112,
0.2810273628,290,35.69912589,209.6556912,0.2898860963,
0.2809861325,291,35.81901879,209.5167264,0.2898646137,
0.2809286507,292,35.94741829,209.4274506,0.2898405439,
0.2808898353,293,36.07992192,209.3617238,0.2898301921,
0.2808515403,294,36.43004692,210.553322,0.2898082192,
0.2808236681,295,36.584743,210.6094664,0.2898007913,
0.280787511,296,36.70891545,210.4891684,0.2897921401,
0.2807104107,297,36.83080121,210.3557841,0.2897335746,
0.2806150199,298,36.95242671,210.2209961,0.2896866591,
0.2805720468,299,37.08260064,210.134737,0.2896641798,
0.2805354984,300,37.18930029,209.915685,0.2896595243,
0.2805137648,301,37.30958243,209.7737449,0.2896461799,
0.2804581295,302,37.4325616,209.6470529,0.2896230814,
0.2804071288,303,37.57418256,209.6243869,0.2895880851,
0.2803651527,304,37.7197393,209.6228135,0.289564501,
0.2802987769,305,37.85411518,209.5584023,0.2895635145,
0.2802786802,306,37.96387694,209.3577969,0.2895571345,
0.2802581687,307,38.05871163,209.0757795,0.2895496695,
0.2801835702,308,38.18897583,208.9888613,0.2895268839,
0.2801633071,309,38.29637811,208.7770291,0.2895224166,
0.2801403465,310,38.42546529,208.6836363,0.289510419,
0.2800632917,311,38.56650797,208.654697,0.2894838812,
0.2800096382,312,38.68094271,208.4816305,0.2894640926,
0.2799373335,313,38.78169174,208.2354531,0.2894513833,
0.2799085763,314,38.90928295,208.1337834,0.2894368783,
0.2798678259,315,39.00392847,207.8563783,0.2894103452,
0.2797347282,316,39.12855219,207.739285,0.289362836,
0.2796965106,317,39.26329363,207.67566,0.2893526345,
0.2796530295,318,39.37251696,207.4771191,0.2893252549,
0.2795734615,319,39.48998068,207.3223986,0.2893028898,
0.2795719182,320,39.50561154,206.6352703,0.2893017422,
0.2795317452,321,39.67222408,206.7391056,0.2892900078,
0.2794672697,322,39.79255117,206.6009545,0.289265109,
0.2794488045,323,39.92924847,206.547594,0.2892458348,
0.2794362345,324,40.0561634,206.4433037,0.2892439976,
0.2793968684,325,40.19449747,206.3975116,0.289232556,
0.2793397909,326,40.32302733,206.300993,0.2892120889,
0.2792974842,327,40.46320804,206.2636703,0.2892045303,
0.2791933085,328,40.62203145,206.320409,0.2891530519,
0.2791148544,329,40.75516817,206.2458511,0.2891428656,
0.2790528973,330,40.8882297,206.17056,0.2891259462,
0.2789392295,331,41.02787463,206.1279966,0.2890973113,
0.2789209965,332,41.17333541,206.1139643,0.2890906775,
0.2788832145,333,41.28636258,205.9373655,0.2890773775,
0.2788650966,334,41.41787725,205.8530317,0.2890692958,
0.2788236692,335,41.55687387,205.8054706,0.289062067,
0.2787605543,336,41.69804773,205.7681109,0.2890196355,
0.2787104637,337,41.82614008,205.6658131,0.2889970695,
0.2786266608,338,41.94315763,205.5090998,0.2889591425,
0.2785970369,339,42.07888707,205.4439781,0.2889464945,
0.2785453831,340,42.20263656,205.3201585,0.2889266782,
0.2785126506,341,42.33573032,205.24164,0.2889168752,
0.2784480812,342,42.46167701,205.1282764,0.2889094555,
0.2784029253,343,42.59672712,205.0586631,0.2888882141,
0.2783380764,344,42.7534813,205.0927871,0.2888615742,
0.2783166654,345,42.89516027,205.053743,0.288860378,
0.278278364,346,43.0404428,205.0312736,0.2888595206,
0.278221213,347,43.16061648,204.8889035,0.2888359658,
0.2781599458,348,43.27996536,204.7427588,0.2888050713,
0.2781299972,349,43.39621335,204.5821487,0.2887958013,
0.2780564469,350,43.53073445,204.5076385,0.2887716649,
0.2780367447,351,43.66400143,204.4269158,0.2887641719,
0.2780056917,352,43.78695257,204.2977645,0.2887507459,
0.2779553657,353,43.90846512,204.1619593,0.2887121918,
0.2778714104,354,44.01009128,203.9340849,0.2886437462,
0.2777882205,355,44.11697763,203.7312113,0.2886237374,
0.2776846347,356,44.24500392,203.6261665,0.2885882547,
0.2776278531,357,44.35404912,203.4339348,0.2885802,
0.2775747469,358,44.49845019,203.4037793,0.2885615962,
0.2775399231,359,44.62530946,203.2930764,0.2885576845,
0.2774761743,360,44.77338161,203.2785941,0.2885424987,
0.2774053092,361,44.94468446,203.3684893,0.2885219668,
0.2773213625,362,45.08118737,203.3000102,0.2884890117,
0.2772933026,363,45.21471401,203.2177806,0.2884883664,
0.2771896173,364,45.35101773,203.1477095,0.2884247515,
0.2771475182,365,45.48951559,203.0870723,0.2884119982,
0.2770964005,366,45.62007897,202.9907056,0.2883870733,
0.277074786,367,45.75586253,202.9173034,0.2883766712,
0.2770219559,368,45.90681945,202.9106301,0.2883361393,
0.276956303,369,46.05965271,202.911443,0.2882872362,
0.2768563641,370,46.20504928,202.8787743,0.2882436863,
0.2767667668,371,46.33132482,202.7618194,0.2882277449,
0.2766945678,372,46.47481352,202.719897,0.2881778953,
0.2766282108,373,46.61914061,202.6810765,0.288149533,
0.2765810631,374,46.74288052,202.5524823,0.2881327559,
0.2765010359,375,46.88353803,202.4969834,0.2881240299,
0.2764762662,376,47.06099855,202.5994712,0.28812142,
0.2764390095,377,47.21230869,202.5882664,0.2881147782,
0.276337466,378,47.32635019,202.4169226,0.2880383246,
0.276202902,379,47.44423848,202.2622798,0.2879983788,
0.2761754559,380,47.59199854,202.2347654,0.2879931615,
0.2761526446,381,47.74852313,202.2437446,0.2879861263,
0.2761027148,382,47.87185545,202.1117239,0.2879609702,
0.276019835,383,48.02773047,202.1166991,0.2879490538,
0.2759626806,384,48.17865192,202.1000593,0.2879130009,
0.2758729568,385,48.30393345,201.9755145,0.2878571727,
0.2758383857,386,48.43982039,201.8951687,0.2878537783,
0.2758097731,387,48.56746009,201.7802723,0.2878435752,
0.2757056294,388,48.68952712,201.6422319,0.2877843808,
0.2756685173,389,48.80033155,201.457779,0.2877786562,
0.2755859096,390,48.93544075,201.3737191,0.2877399285,
0.2754959814,391,49.10303481,201.422653,0.2877333198,
0.2754477032,392,49.23092388,201.308129,0.2877137445,
0.2753818184,393,49.36176858,201.2055846,0.2876716392,
0.2752846869,394,49.49267663,201.1031544,0.2876051212,
0.2752096701,395,49.63485765,201.0462416,0.2875837993,
0.2751333909,396,49.75804411,200.9122033,0.2875298323,
0.2750690001,397,49.88988316,200.8130473,0.2875129814,
0.2750191418,398,50.02628974,200.7320548,0.2875005427,
0.2749454774,399,50.17461904,200.6984762,0.2874683743,
0.2749214115,400,50.31325024,200.6256537,0.2874554408,
0.2748489455,401,50.44351091,200.51923,0.2874094933,
0.2747804962,402,50.57568092,200.4202542,0.2873645931,
0.2747107719,403,50.71202253,200.337594,0.2873534837,
0.2746728861,404,50.86127073,200.3054983,0.2873400561,
0.2746238182,405,50.9766671,200.1399196,0.2873261139,
0.2745605581,406,51.08882507,199.9619124,0.2873019964,
0.2744916442,407,51.23135303,199.9027305,0.2872831227,
0.2743949438,408,51.36485653,199.8080361,0.2872598265,
0.2742961688,409,51.48341805,199.6552066,0.2872145749,
0.2742250068,410,51.58989576,199.4558257,0.2871993078,
0.2741929688,411,51.71208168,199.3174411,0.2871897789,
0.2741298669,412,51.82617906,199.1480537,0.287170336,
0.274088207,413,51.9336296,198.9534699,0.2871689046,
0.2740548669,414,52.05024478,198.7943084,0.2871608092,
0.2739885197,415,52.17620794,198.6709456,0.2871520904,
0.2739506907,416,52.32062069,198.617608,0.2871414155,
0.2739308188,417,52.46408607,198.5602492,0.2871349201,
0.2738579879,418,52.58873765,198.4314898,0.2870898835,
0.2737831524,419,52.72478598,198.3456234,0.2870724636,
0.2737618356,420,52.85144086,198.2242877,0.2870635227,
0.2736965023,421,52.98961614,198.1460054,0.2870415274,
0.2736395181,422,53.11520499,198.020516,0.2870232237,
0.2735748188,423,53.22793677,197.8472367,0.2869961872,
0.273498681,424,53.37198633,197.7903023,0.286978007,
0.2734366222,425,53.48650307,197.62384,0.2869539092,
0.2733944999,426,53.61095892,197.4942351,0.2869491976,
0.2733022573,427,53.7224415,197.3170047,0.2869288773,
0.2732433515,428,53.84988761,197.1985395,0.2868895565,
0.2732220604,429,53.97417276,197.0684913,0.2868819525,
0.273177246,430,54.1067492,196.9686531,0.2868567614,
0.2731507289,431,54.2466656,196.8953048,0.2868531034,
0.2731076191,432,54.36875539,196.7571355,0.2868462846,
0.273063773,433,54.53652327,196.7838605,0.2868343851,
0.2730208725,434,54.65604429,196.6361134,0.2868194552,
0.2729799751,435,54.79095357,196.5436958,0.2868004975,
0.2729422631,436,54.92897398,196.4622113,0.2867873414,
0.2729198844,437,55.0727553,196.4010132,0.2867753664,
0.2728849463,438,55.2089785,196.3125637,0.2867636145,
0.2728676997,439,55.3277856,196.1621489,0.2867559103,
0.2728146708,440,55.48960024,196.1639156,0.2867505192,
0.2727762274,441,55.61669134,196.0425455,0.2867383687,
0.2727287072,442,55.74175891,195.9140375,0.2867278731,
0.2726818145,443,55.85319314,195.7377669,0.2867150165,
0.2726483167,444,55.98985625,195.6499471,0.2867104918,
0.2726239194,445,56.09124117,195.4389883,0.2867035403,
0.2725449676,446,56.22373006,195.3365834,0.286673942,
0.2724546988,447,56.34814341,195.2060682,0.2866140975,
0.2724109611,448,56.47253,195.0754878,0.2865973347,
0.2723554188,449,56.61741535,195.0155418,0.2865784504,
0.2723265004,450,56.73542174,194.8629008,0.2865664704,
0.2722935385,451,56.86230461,194.7408131,0.2865583409,
0.2722070481,452,56.98818324,194.6152748,0.2865299885,
0.2721344021,453,57.11001601,194.4759576,0.2864789633,
0.2720713702,454,57.23423506,194.3448201,0.2864626997,
0.2720044041,455,57.37415967,194.2668915,0.2864350082,
0.2719631577,456,57.50841074,194.1695356,0.2864259682,
0.2719151091,457,57.65263139,194.1055843,0.2864085848,
0.2718610264,458,57.78147433,193.9896557,0.2863759792,
0.2718275372,459,57.90409105,193.8528266,0.2863730065,
0.271797983,460,58.04300139,193.7704537,0.2863657978,
0.2717666658,461,58.19404366,193.7282233,0.2863612175,
0.2717165165,462,58.32422458,193.6162704,0.2863613147,
0.2716524385,463,58.45353598,193.5013605,0.2863492562,
0.2716038877,464,58.59305148,193.4200731,0.2863214392,
0.2715755869,465,58.76001647,193.4288954,0.2863045475,
0.2715226139,466,58.90056118,193.3502362,0.2862827911,
0.2714912193,467,59.02564036,193.220686,0.2862760991,
0.2714227447,468,59.14884385,193.0850319,0.2862544348,
0.2713628701,469,59.28110859,192.978928,0.2862359621,
0.271317857,470,59.41153735,192.8667529,0.2862237437,
0.2712653146,471,59.529977,192.7156882,0.286192236,
0.2711997642,472,59.67098452,192.6376181,0.2861932463,
0.2711363753,473,59.81866868,192.5807772,0.2861803914,
0.271108027,474,59.94170624,192.4444253,0.2861737066,
0.2710699706,475,60.05436361,192.2748952,0.2861607885,
0.2710082583,476,60.19199762,192.1853509,0.2861429667,
0.270979115,477,60.31839396,192.0598234,0.2861180872,
0.2709485956,478,60.44566415,191.9370672,0.2861067974,
0.270911158,479,60.58269593,191.8452038,0.2860986935,
0.2708167107,480,60.72164126,191.7591956,0.2860412213,
0.2707379804,481,60.89419453,191.7788118,0.2860296302,
0.2706958533,482,61.02733037,191.6738306,0.286021508,
0.2705999408,483,61.17499914,191.6142535,0.2859953278,
0.270570695,484,61.30190949,191.4894698,0.2859816361,
0.2705413233,485,61.42502989,191.3528709,0.285977486,
