iter	RMSE
143	0.319271837
144	0.3191689449
145	0.3191239301
146	0.3190330165
147	0.318959983
148	0.3188262682
149	0.3187579247
150	0.3187205313
151	0.3186841656
152	0.3185964242
153	0.3185354642
154	0.3185068127
155	0.3184266797
156	0.3183910789
157	0.31833639
158	0.3181992335
159	0.3180805974
160	0.3180567121
161	0.3180265156
162	0.3179862296
163	0.3179586247
164	0.3178120102
165	0.3177476804
166	0.317639024
167	0.3175930385
168	0.3175499708
169	0.3174205566
170	0.317367145
171	0.3172692609
172	0.3172187222
173	0.3172158419
174	0.3170938425
175	0.3170399012
176	0.3169119292
177	0.3168130504
178	0.3167256277
179	0.3166400897
180	0.3165378935
181	0.3164541103
182	0.3163983121
183	0.3163473374
184	0.3162810033
185	0.316208352
186	0.3161546402
187	0.3161270288
188	0.3159766073
189	0.3158902196
190	0.3158614765
191	0.3157996183
192	0.315617926
193	0.3155187633
194	0.3154350149
195	0.3153887627
196	0.3152724221
197	0.3152458973
198	0.3151201761
199	0.315001606
200	0.3149123217
201	0.3147857928
202	0.3146579587
203	0.3146195612
204	0.3145797499
205	0.3145413188
206	0.3144910484
207	0.3144893233
208	0.3144108728
209	0.31432663
210	0.3142429121
211	0.3141776823
212	0.3141259651
213	0.3140050391
214	0.3139537326
215	0.3138832907
216	0.3138606738
217	0.3138093426
218	0.3137623099
219	0.3137031382
220	0.3136870863
221	0.3136347255
222	0.3135050727
223	0.3134532111
224	0.31335701
225	0.3133361635
226	0.3133268667
227	0.3132814749
228	0.3132311164
229	0.3131265905
230	0.3131095765
231	0.3130763599
232	0.3129934345
233	0.3129497076
234	0.3128588386
235	0.3127971464
236	0.3127620939
237	0.3127111272
238	0.3126344902
239	0.3125555363
240	0.3125371393
241	0.3124818075
242	0.3124312845
243	0.3123510988
244	0.3123108035
245	0.3122430053
246	0.3122247967
247	0.3121786569
248	0.312095898
249	0.3120620627
250	0.3119934896
251	0.3119575604
252	0.3119054606
253	0.3118717693
254	0.3118519827
255	0.3117828683
256	0.3116767377
257	0.3116308218
258	0.3115469441
259	0.3115175254
260	0.3114437531
261	0.3113558969
262	0.3112939566
263	0.3112607167
264	0.3112262259
265	0.3112119165
266	0.3111490354
267	0.3111169316
268	0.3110522671
269	0.3110506576
270	0.3109308343
271	0.3108965596
272	0.3108314983
273	0.3107670191
274	0.310754827
275	0.3107053396
276	0.3106997243
277	0.3106303061
278	0.3106044015
279	0.3106033161
280	0.310510768
281	0.3104517039
282	0.3104334668
283	0.3104097671
284	0.3104097436
285	0.3103769111
286	0.3103297378
287	0.3103015778
288	0.3102780912
289	0.3102681064
290	0.310239611
291	0.3101985027
292	0.3101689092
293	0.3101072279
294	0.3100773963
295	0.3100416033
296	0.3100312596
297	0.3099716334
298	0.3098868198
299	0.3098440075
300	0.3097423273
301	0.3097179173
302	0.3096805858
303	0.309667091
304	0.3096008667
305	0.309588935
306	0.3094947239
307	0.3094156268
308	0.3093700811
309	0.3092965656
310	0.3092651252
311	0.3092558333
312	0.3091956651
313	0.3091436807
314	0.309104685
315	0.3090592375
316	0.309027409
317	0.3089601199
318	0.3088964883
319	0.3088023412
320	0.3087295968
321	0.3087295697
322	0.3087028941
323	0.3086291433
324	0.3086116274
325	0.3085668794
326	0.3085280707
327	0.3084662038
328	0.3084042082
329	0.3083855124
330	0.308323132
331	0.3082783866
332	0.3082313417
333	0.3082024482
334	0.3081136011
335	0.3080911778
336	0.3080317424
337	0.3080096819
338	0.3079490515
339	0.3079263867
340	0.3078852768
341	0.3078849193
342	0.3078228236
343	0.3077712341
344	0.3077695044
345	0.3077402196
346	0.3077271417
347	0.3077069762
348	0.3076615231
349	0.3076013205
350	0.3075698264
351	0.3075491718
352	0.3074845178
353	0.3074221112
354	0.3073769895
355	0.3073566647
356	0.3073204362
357	0.3072965173
358	0.3072704254
359	0.3072196801
360	0.3072034551
361	0.3071463999
362	0.3071152298
363	0.3070856998
364	0.306980118
365	0.3069367453
366	0.3069196441
367	0.3068958926
368	0.3068561696
369	0.3068122411
370	0.3067970988
371	0.3066861474
372	0.3066776093
373	0.3066574513
374	0.3065863477
375	0.3065388145
376	0.3065085448
377	0.3064559465
378	0.3063945549
379	0.3063736687
380	0.3063574681
381	0.3062748181
382	0.3061928169
383	0.306145062
384	0.3061012303
385	0.3060644111
386	0.3060079291
387	0.3059470949
388	0.3058681333
389	0.3058180417
390	0.3057675994
391	0.3057008623
392	0.3056639653
393	0.305632939
394	0.30559084
395	0.3055265559
396	0.3054434067
397	0.3054207661
398	0.3053737717
399	0.3052863684
400	0.3052001708
401	0.3051772229
402	0.3051022354
403	0.3050706808
404	0.3050042693
405	0.3049614757
406	0.3049347537
407	0.3049068779
408	0.3048695671
409	0.3047761266
410	0.3047170494
411	0.3046653764
412	0.3046334079
413	0.3045720923
414	0.3045315871
415	0.3044844611
416	0.3044413163
417	0.3044017089
418	0.3043129479
419	0.3042827836
420	0.3042583594
421	0.3042208494
422	0.3041728614
423	0.3041411176
424	0.3041257973
425	0.3040706217
426	0.3040393295
427	0.3039659804
428	0.3039242844
429	0.3038647234
430	0.3038359828
431	0.3037858359
432	0.3036828769
433	0.303650112
434	0.3036166369
435	0.3035950054
436	0.3035080334
437	0.3034691038
438	0.3034258542
439	0.3033593337
440	0.3033228656
441	0.303270805
442	0.3032446364
443	0.3031848909
444	0.30314746
445	0.3030812777
446	0.3030431427
447	0.3030045382
448	0.3029538517
449	0.3029257342
450	0.3028903211
451	0.3028525528
452	0.3028102135
453	0.302765761
454	0.3027000652
455	0.3026360512
456	0.302597299
457	0.3024898888
458	0.3024296692
459	0.3024065889
460	0.3023703957
461	0.3023094985
462	0.3022208668
463	0.3021652616
464	0.3021396498
465	0.3021351206
466	0.3020835784
467	0.3020521982
468	0.3020358531
469	0.3019911248
470	0.3019435361
471	0.3019120094
472	0.3018797429
473	0.3018294003
474	0.3017817336
475	0.3017120072
476	0.3016409893
477	0.3015811295
478	0.3015209875
479	0.3014561869
480	0.3014165792
481	0.3013987817
482	0.3013473366
483	0.3013302241
484	0.3012850958
485	0.3011979565
486	0.3011533316
487	0.3011365666
488	0.3011152215
489	0.3010973422
490	0.3010569759
491	0.3009839715
492	0.3009605895
493	0.3008924438
494	0.300862404
495	0.300855214
496	0.3007786629
497	0.3007423141
498	0.300685833
499	0.3006617464
500	0.3006144602
501	0.3005152634
502	0.3005055755
503	0.3004635075
504	0.300450467
505	0.3004163622
506	0.3003829225
507	0.300316373
508	0.3002681154
509	0.3002290774
510	0.3001929324
511	0.3001374063
512	0.3001022494
513	0.3000797605
514	0.3000473396
515	0.300038925
516	0.300029191
517	0.2999877549
518	0.2999745067
519	0.2999064874
520	0.2998978748
521	0.2998435491
522	0.2998070531
523	0.2997997128
524	0.2997810455
525	0.2997635952
526	0.2997030053
527	0.2996675468
528	0.2996478053
529	0.2996176314
530	0.2995801831
531	0.2995455543
532	0.2995014188
533	0.2994960131
534	0.2994670106
535	0.2994255838
536	0.2993671541
537	0.2993260291
538	0.2992558481
539	0.299227591
540	0.2992159708
541	0.2991817419
542	0.2991173519
543	0.2990805785
544	0.2990317666
545	0.2990028035
546	0.2989376977
547	0.2989205856
548	0.2988717298
549	0.2988171878
550	0.2987819557
551	0.2987088395
552	0.2986695919
553	0.298636768
554	0.2985699027
555	0.2985096656
556	0.2984835124
557	0.2984381908
558	0.2983678664
559	0.2983146773
560	0.2982926419
561	0.298223704
562	0.2981711938
563	0.2981375328
564	0.2981116643
565	0.2980892785
566	0.2980711331
567	0.2980444837
568	0.2980057674
569	0.2979950998
570	0.2979514581
571	0.2979085351
572	0.2978732019
573	0.2978696435
574	0.2978567776
575	0.2978442678
576	0.2978160169
577	0.2977616052
578	0.2977412317
579	0.297704657
580	0.2976593271
581	0.2975862379
582	0.2975619751
583	0.2975406731
584	0.297487231
585	0.2974512657
586	0.2974161278
587	0.2973550108
588	0.2973281697
589	0.2973039327
590	0.2972500095
591	0.2971636891
592	0.2971394204
593	0.2971213974
594	0.2971020627
595	0.2970721164
596	0.2970396347
597	0.2970236353
598	0.2969571898
599	0.2969285585
600	0.2968854968
601	0.2968415353
602	0.296789238
603	0.2967735263
604	0.2967159594
605	0.2966553776
606	0.2966212249
607	0.2966075041
608	0.2965760044
609	0.2965277388
610	0.2964906684
611	0.2964561213
612	0.2964259983
613	0.2963930791
614	0.2963768552
615	0.2963518708
616	0.2963202055
617	0.2962950735
618	0.2962642784
619	0.2962371318
620	0.296210167
621	0.2961788745
622	0.2961464348
623	0.2960923586
624	0.2960496964
625	0.2959932721
626	0.2959669708
627	0.2959178303
628	0.2958839963
629	0.2958424328
630	0.2958296172
631	0.2958081773
632	0.2957417851
633	0.2957138289
634	0.295664263
635	0.2956458185
636	0.2956180538
637	0.2955883314
638	0.295568357
639	0.2955415582
640	0.2955050759
641	0.295476958
642	0.2954452232
643	0.2954200757
644	0.2953896992
645	0.2953529474
646	0.2952934135
647	0.2952445717
648	0.2951743414
649	0.295156734
650	0.2951329843
651	0.2951123025
652	0.2950849695
653	0.2950617991
654	0.2950322449
655	0.2949971775
656	0.2949687218
657	0.2949375259
658	0.2948808783
659	0.2948205831
660	0.2947859716
661	0.2947713237
662	0.2947294038
663	0.2947200157
664	0.2946657721
665	0.2946067053
666	0.2945729755
667	0.2945467905
668	0.2945276295
669	0.2945037191
670	0.2944569428
671	0.2944336264
672	0.294415387
673	0.2943804594
674	0.2943105081
675	0.294290044
676	0.2942708534
677	0.2942580621
678	0.2942347174
679	0.2942103532
680	0.2941819578
681	0.2941491477
682	0.2941011787
683	0.2940885653
684	0.2940509478
685	0.2939997964
686	0.2939800468
687	0.2939482764
688	0.2939119897
689	0.2938705042
690	0.2938349617
691	0.2938050979
692	0.2937909285
693	0.2937822938
694	0.2937593847
695	0.2937469473
696	0.2937193449
697	0.2936936656
698	0.2936731723
699	0.2936649187
700	0.2936121515
701	0.2935865679
702	0.2935528109
703	0.2935252427
704	0.2934658929
705	0.2934159267
706	0.2933842033
707	0.2933570905
708	0.2933018589
709	0.2932894473
710	0.2932504444
711	0.2932131378
712	0.2931603102
713	0.2931453216
714	0.2931016112
715	0.2930575038
716	0.2930179768
717	0.2929499254
718	0.2929053833
719	0.292869531
720	0.2928114139
721	0.292761743
722	0.292755345
723	0.2927170376
724	0.2927043218
725	0.2926717354
726	0.2926374933
727	0.2926009006
728	0.2925641407
729	0.2925206457
730	0.2924796626
731	0.2924454181
732	0.2924384995
733	0.2924029872
734	0.2923757704
735	0.292334832
736	0.2923114682
737	0.2922941669
738	0.292261349
739	0.2922283759
740	0.2921908119
741	0.2921460868
742	0.2921053905
743	0.2920655701
744	0.292034636
745	0.2920204161
746	0.2919949562
747	0.2919602735
748	0.29191576
749	0.2919036595
750	0.2918838159
751	0.2918526034
752	0.2918177642
753	0.2917911208
754	0.2917660599
755	0.2917246155
756	0.2917047475
757	0.2916773766
758	0.291623738
759	0.2915809751
760	0.2915708525
761	0.2915490235
762	0.2914994443
763	0.2914863029
764	0.2914784459
765	0.2914667036
766	0.2914404822
767	0.2913919805
768	0.291356909
769	0.2913484739
770	0.2913071281
771	0.2912677191
772	0.2912322654
773	0.2911882177
774	0.2911762065
775	0.2911305173
776	0.291096475
777	0.2910896194
778	0.291077364
779	0.2910579498
780	0.2910178322
781	0.2909835947
782	0.290959179
783	0.2909298304
784	0.2908873665
785	0.2908603653
786	0.2908115023
787	0.2908008489
788	0.2907463232
789	0.2907008734
790	0.2906670269
791	0.2906403152
792	0.2906028304
793	0.2905894416
794	0.2905660301
795	0.2905152558
796	0.2904717555
797	0.2904143288
798	0.2903914589
799	0.290342419
800	0.2902879127
801	0.2902419586
802	0.2902214869
803	0.2901835123
804	0.2901609069
805	0.2901437565
806	0.2901157136
807	0.2900709167
808	0.2900337711
809	0.2899922814
810	0.2899582569
811	0.2899258883
812	0.289900804
813	0.2898401304
814	0.2898048516
815	0.2897521615
816	0.289724501
817	0.2897047141
818	0.2896803518
819	0.2896752928
820	0.2896592063
821	0.2896320462
822	0.2896004917
823	0.2895819711
824	0.2895608066
825	0.2895533037
826	0.2895220824
827	0.2895093565
828	0.2894799727
829	0.28944671
830	0.2894010304
831	0.2893788264
832	0.2893733694
833	0.2893482653
834	0.2892861767
835	0.2892637366
836	0.2892138138
837	0.2891979034
838	0.2891679196
839	0.2891475179
840	0.2891035472
841	0.2890773192
842	0.2890645225
843	0.2890417989
844	0.2890279825
845	0.2889931912
846	0.2889703462
847	0.2889490003
848	0.2888689934
849	0.2888589975
850	0.2888195702
851	0.2887609657
852	0.2887554496
853	0.2887417357
854	0.2886978584
855	0.2886483686
856	0.2886412316
857	0.2886159445
858	0.2886012993
859	0.2885697568
860	0.288547767
861	0.2885336466
862	0.2885138342
863	0.288484949
864	0.2884495157
865	0.2884387683
866	0.2884292647
867	0.288411674
868	0.2883784122
869	0.2883695392
870	0.2883364767
871	0.2882873543
872	0.288255036
873	0.2882219265
874	0.2882088979
875	0.2881762217
876	0.2881630919
877	0.2881393977
878	0.2880977413
879	0.2880749315
880	0.2880628962
881	0.2880391382
882	0.288024018
883	0.2880146378
884	0.2879883642
885	0.2879552735
886	0.2879174763
887	0.2878982272
888	0.2878652763
889	0.2878603615
890	0.2878418403
891	0.2878295975
892	0.287799543
893	0.2877438802
894	0.2877025761
895	0.2876760622
896	0.2876405631
897	0.2876011991
898	0.2875646339
899	0.2875196917
900	0.2875012854
901	0.2874730516
902	0.2874662648
903	0.2874155666
904	0.2873951981
905	0.2873463899
906	0.2873170143
907	0.2873048807
908	0.2872602733
909	0.2872457236
910	0.2872132956
911	0.2871911313
912	0.2871501873
913	0.2871436108
914	0.2871333434
915	0.287041076
916	0.286966267
917	0.2869632509
918	0.2869485576
919	0.286920582
920	0.2868963474
921	0.2868596925
922	0.2868436921
923	0.2868296431
924	0.2867994047
925	0.2867744187
926	0.2867532023
927	0.286738968
928	0.2867180095
929	0.2866814856
930	0.28664846
931	0.2866027602
932	0.2865993713
933	0.286563274
934	0.2865377892
935	0.2865245147
936	0.286514292
937	0.2865030191
938	0.2865002077
939	0.2864566989
940	0.2864531558
941	0.2864362177
942	0.2863973632
943	0.2863698613
944	0.2863280263
945	0.2863088621
946	0.2862877188
947	0.2862872401
948	0.286284358
949	0.2862834662
950	0.2862808639
951	0.2862678894
952	0.2862407111
953	0.2862029314
954	0.2861683385
955	0.2861163634
956	0.2860940358
957	0.2860460927
958	0.2860424442
959	0.2860376481
960	0.2860120833
961	0.2860008168
962	0.2859663327
963	0.2859640554
964	0.285947518
965	0.2859207517
966	0.2859061693
967	0.2858893858
968	0.2858599866
969	0.285816538
970	0.2857973841
971	0.2857608402
972	0.2857461068
973	0.285738989
974	0.2856911666
975	0.2856758746
976	0.2856461421
977	0.2856242309
978	0.2856129254
979	0.28557195
980	0.2855385605
981	0.2855184849
982	0.285467588
983	0.2854330795
984	0.2854075559
985	0.2853650191
986	0.2853454391
987	0.2853256
988	0.2853152717
989	0.2853125763
990	0.2852849879
991	0.2852423249
992	0.285213128
993	0.2851974908
994	0.2851916884
995	0.2851724954
996	0.2851519926
997	0.2851193576
998	0.2851065416
999	0.2850779126
1000	0.2850557554
1001	0.2850481045
1002	0.2850430709
1003	0.2850391351
1004	0.2850172569
1005	0.2849947788
1006	0.2849803387
1007	0.2849689421
1008	0.2849664683
1009	0.2849395679
1010	0.2849268583
1011	0.2848776803
1012	0.2848656492
1013	0.2848469697
1014	0.2848316974
1015	0.2848160401
1016	0.2847993687
1017	0.2847890647
1018	0.2847314175
1019	0.2847143232
1020	0.2846732146
1021	0.2846616415
1022	0.2846482673
1023	0.2846235737
1024	0.2845945183
1025	0.2845795518
1026	0.2845664295
1027	0.2845639309
1028	0.2845509566
1029	0.2845363596
1030	0.2845259536
1031	0.2844958502
1032	0.2844770205
1033	0.2844698913
1034	0.2844442954
1035	0.2843945891
1036	0.284346942
1037	0.2843129441
1038	0.2842774847
1039	0.284266771
1040	0.2842409592
1041	0.2842198745
1042	0.2841969251
1043	0.2841597473
1044	0.2841446145
1045	0.2841313159
1046	0.2841277881
1047	0.2841091647
1048	0.2840966965
1049	0.2840647391
1050	0.2840493152
1051	0.2840228132
1052	0.284011152
1053	0.2839786149
1054	0.2839582853
1055	0.2839567292
1056	0.2839233216
1057	0.2838923644
1058	0.2838697266
1059	0.2838475427
1060	0.2838284529
1061	0.2838090631
1062	0.2837814154
1063	0.2837564812
1064	0.2837189759
1065	0.2837038403
1066	0.2836903641
1067	0.2836620529
1068	0.2836228242
1069	0.2835900602
1070	0.2835604869
1071	0.2835461304
1072	0.2835241941
1073	0.2835083008
1074	0.2834925793
1075	0.2834802931
1076	0.2834592628
1077	0.2834444749
1078	0.2834226001
1079	0.2834125433
1080	0.2833768869
1081	0.2833522085
1082	0.2833389753
1083	0.2833152384
1084	0.2833013323
1085	0.2832927915
1086	0.2832089729
1087	0.2832066458
1088	0.283192826
1089	0.2831861012
1090	0.2831591561
1091	0.2831162632
1092	0.2830956995
1093	0.2830827358
1094	0.2830659105
1095	0.2829989803
1096	0.2829724621
1097	0.2829637292
1098	0.2829480027
1099	0.2829371264
1100	0.2829172979
1101	0.2828966986
1102	0.2828601856
1103	0.2828334021
1104	0.2828146022
1105	0.2828009437
1106	0.282775361
1107	0.2827673741
1108	0.2827608438
1109	0.2827460191
1110	0.2827195228
1111	0.2826861248
1112	0.2826460977
1113	0.2826364119
1114	0.2826268265
1115	0.2825903898
1116	0.2825708045
1117	0.2825570499
1118	0.2825135463
1119	0.2824579952
1120	0.2824176317
1121	0.2824032735
1122	0.2823854567
1123	0.2823778189
1124	0.2823367036
1125	0.2823234215
1126	0.2823036312
1127	0.2822815712
1128	0.282269288
1129	0.2822575172
1130	0.2822453293
1131	0.2822302355
1132	0.2822182394
1133	0.2821966612
1134	0.2821519191
1135	0.2821411547
1136	0.2821102486
1137	0.2820811847
1138	0.2820249121
1139	0.2819997863
1140	0.2819872994
1141	0.2819652184
1142	0.2819306181
1143	0.2819092236
1144	0.2818960575
1145	0.2818737422
1146	0.2818372681
1147	0.2818252654
1148	0.2817899747
1149	0.2817622872
1150	0.2817528295
1151	0.2817400092
1152	0.2817079952
1153	0.2816956117
1154	0.2816863348
1155	0.2816727634
1156	0.281632924
1157	0.2815983131
1158	0.2815824627
1159	0.2815495099
1160	0.2815303763
1161	0.2815022527
1162	0.2814919366
1163	0.2814690511
1164	0.2814490869
1165	0.2814145274
1166	0.2813779589
1167	0.2813592439
1168	0.2813407648
1169	0.2813113329
1170	0.2812931847
1171	0.2812583745
1172	0.2812497374
1173	0.2812437041
1174	0.2812108554
1175	0.2811940303
1176	0.2811800884
1177	0.2811632601
1178	0.281124986
1179	0.2811034271
1180	0.2810825332
1181	0.2810655132
1182	0.2810251509
1183	0.281012563
1184	0.2809943191
1185	0.2809893104
1186	0.2809576105
1187	0.2809357528
1188	0.2809177397
1189	0.2808835393
1190	0.2808651262
1191	0.280832268
1192	0.2808211608
1193	0.2808034038
1194	0.2807667932
1195	0.2807520331
1196	0.2806904589
1197	0.280673064
1198	0.2806456844
1199	0.2806269987
1200	0.2806125539
1201	0.2805826732
1202	0.2805610511
1203	0.2805503656
1204	0.2805457473
1205	0.2805237653
1206	0.2805132569
1207	0.2805036395
1208	0.2804899532
1209	0.280459704
1210	0.280439872
1211	0.2804182976
1212	0.2803853594
1213	0.2803660804
1214	0.2803378279
1215	0.2803199313
1216	0.2803123394
1217	0.2802993967
1218	0.2802839987
1219	0.2802727773
1220	0.2802424897
1221	0.2802328987
1222	0.2802243081
1223	0.280214112
1224	0.2802053264
1225	0.2801688859
1226	0.2801379505
1227	0.2801245251
1228	0.2801075758
1229	0.2800869351
1230	0.280069044
1231	0.2800329589
1232	0.2800217211
1233	0.2799950934
1234	0.2799664689
1235	0.2799557116
1236	0.2799287805
1237	0.2799127256
1238	0.2798913742
1239	0.27988391
1240	0.2798725508
1241	0.2798315789
1242	0.2798212076
1243	0.2797817019
1244	0.2797687719
1245	0.2797319602
1246	0.2797138976
1247	0.2797135795
1248	0.279678355
1249	0.2796458828
1250	0.2796371507
1251	0.2795997616
1252	0.2795742792
1253	0.2795560943
1254	0.2795425851
1255	0.2795267118
1256	0.279513943
1257	0.2795055685
1258	0.279495275
1259	0.2794646851
1260	0.2794573636
1261	0.2794458236
1262	0.2794292478
1263	0.2794058826
1264	0.279384602
1265	0.2793745749
1266	0.2793295366
1267	0.2793100175
1268	0.2792885588
1269	0.2792825639
1270	0.2792733632
1271	0.279259695
1272	0.2792343007
1273	0.2792165863
1274	0.2791861221
1275	0.279179841
1276	0.2791586437
1277	0.279141728
1278	0.2790993612
1279	0.2790911296
1280	0.2790724379
1281	0.2790607785
1282	0.2790338381
1283	0.2789919121
1284	0.2789770752
1285	0.2789552273
1286	0.2789163125
1287	0.2789066837
1288	0.2788876386
1289	0.2788701738
1290	0.2788304287
1291	0.2788099067
1292	0.2788008012
1293	0.2787524652
1294	0.2786964196
1295	0.2786731294
1296	0.2786623446
1297	0.2786519101
1298	0.2786466991
1299	0.2786041182
1300	0.2785829251
1301	0.2785754405
1302	0.2785517443
1303	0.2785356563
1304	0.2785085015
1305	0.2784982907
1306	0.2784639388
1307	0.2784258429
1308	0.2784052533
1309	0.2783974023
1310	0.2783912643
1311	0.2783804126
1312	0.2783025496
1313	0.2782634847
1314	0.2782435746
1315	0.2782141949
1316	0.278189539
1317	0.2781785637
1318	0.2781625346
1319	0.2781367058
1320	0.2781262613
1321	0.2780922626
1322	0.2780791572
1323	0.2780734746
1324	0.2780273353
1325	0.2780036343
1326	0.2779885925
1327	0.2779714859
1328	0.2779595508
1329	0.277950516
1330	0.2779285561
1331	0.2779120811
1332	0.2778742961
1333	0.2778552814
1334	0.2778420296
1335	0.2778327383
1336	0.2778255673
1337	0.2777894302
1338	0.2777737845
1339	0.2777606825
1340	0.2777560343
1341	0.2777036399
1342	0.2776817077
1343	0.2776576394
1344	0.2776261054
1345	0.2775985605
1346	0.2775739333
1347	0.277553447
1348	0.2775373018
1349	0.2775046246
1350	0.277492063
1351	0.2774592953
1352	0.2774320209
1353	0.277415092
1354	0.2774106743
1355	0.277359064
1356	0.2773361232
1357	0.277321353
1358	0.2773081897
1359	0.2773012919
1360	0.2772706763
1361	0.2772413335
1362	0.2771642128
1363	0.2771270478
1364	0.2771061422
1365	0.277091139
1366	0.2770647663
1367	0.2770530397
1368	0.2770420504
1369	0.2770355273
1370	0.2769968477
1371	0.2769722932
1372	0.2769695348
1373	0.2769370673
1374	0.2769187013
1375	0.2769032596
1376	0.276890746
1377	0.2768774811
1378	0.2768459243
1379	0.2768051143
1380	0.2767973405
1381	0.2767778146
1382	0.2767404454
1383	0.2767330079
1384	0.2766931551
1385	0.2766523143
1386	0.2766193682
1387	0.2766134592
1388	0.2766025798
1389	0.2765619671
1390	0.2765474936
1391	0.2765274022
1392	0.2764891987
1393	0.2764727221
1394	0.2764572756
1395	0.2764490526
1396	0.276439818
1397	0.2764134008
1398	0.2763872857
1399	0.2763624683
1400	0.2763274202
1401	0.2762970578
1402	0.2762929024
1403	0.2762867006
1404	0.2762710501
1405	0.2762511826
1406	0.2762353195
1407	0.2761983263
1408	0.2761920664
1409	0.2761550236
1410	0.2761225894
1411	0.2760785055
1412	0.2760703732
1413	0.2760480425
1414	0.2760312864
1415	0.2760244833
1416	0.2759862101
1417	0.2759841083
1418	0.2759605572
1419	0.2759137787
1420	0.2758982467
1421	0.2758913384
1422	0.2758764448
1423	0.2758591721
1424	0.2758499908
1425	0.2758107424
1426	0.2757818051
1427	0.275763854
1428	0.2757467769
1429	0.2757421197
1430	0.2757306097
1431	0.2757073258
1432	0.2756739849
1433	0.2756550142
1434	0.2756396819
1435	0.2756357616
1436	0.2755925075
1437	0.2755638324
1438	0.2755304776
1439	0.2755272694
1440	0.275511165
1441	0.2754818608
1442	0.2754599097
1443	0.2754543631
1444	0.2754194242
1445	0.2754046314
1446	0.2753847655
1447	0.2753514713
1448	0.2753349272
1449	0.2753295184
1450	0.2752930003
1451	0.2752822706
1452	0.2752652603
1453	0.2752333238
1454	0.275222485
1455	0.2752084252
1456	0.2752044538
1457	0.275192426
1458	0.2751728447
1459	0.2751692961
1460	0.2751538001
1461	0.2751501476
1462	0.2751281528
1463	0.2751188122
1464	0.2751087999
1465	0.2750943981
1466	0.2750748546
1467	0.2750610603
1468	0.2750472532
1469	0.2750330999
1470	0.2750150265
1471	0.2750085657
1472	0.2749726506
1473	0.274955265
1474	0.2749499628
1475	0.2749473144
1476	0.2749174559
1477	0.2749015797
1478	0.2748783925
1479	0.2748461294
1480	0.2748376492
1481	0.2747972015
1482	0.2747842266
1483	0.2747755797
1484	0.274770786
1485	0.2747581828
1486	0.2747544976
1487	0.2747271726
1488	0.2747228115
1489	0.2746835737
1490	0.2746492698
1491	0.2746258315
1492	0.2746096978
1493	0.2745917197
1494	0.2745842471
1495	0.2745641553
1496	0.2745415301
1497	0.2745214357
1498	0.2744996891
1499	0.2744841817
