,ACCOMMODATION_CODE,pred/gbv,error,total2019,predicted,max
2129,DE-94094-02,2.212121922636668,1.212121922636668,3623.519,8015.665816990497,7608.815127
2131,DE-94094-04,2.528137259009225,1.5281372590092248,2683.419714,6784.053360523279,4461.762286
2136,DE-94133-03,2.836260648164782,1.8362606481647819,2519.221,7145.16738633033,2768.52
2147,DE-94227-14,2.1472885502464556,1.1472885502464558,3808.159,8177.216218217993,6440.116
2158,DE-94239-02,2.10149998310077,1.1014999831007704,5459.562,11473.269450737607,6342.649
2168,DE-94256-09,2.7673923123031914,1.7673923123031916,2211.926,6121.267007783549,2211.926
2185,DE-95485-02,5.276815170303765,4.276815170303765,1177.674286,6214.369538041455,2139.755714
2224,DE-98599-08,2.279442837673145,1.279442837673145,13588.26386,30973.670732089842,13588.26386
2225,DE-98630-01,2.111734196295324,1.111734196295324,10223.459,21589.227974723202,10223.459
2226,DE-98631-01,8.344593755885745,7.344593755885746,789.562,6588.57413508466,789.562
